actual,proposed
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.5816953778266907
0.0,1.5888687372207642
0.0,2.64683198928833
0.0,3.305999517440796
0.0,3.671236991882324
0.0,3.93290376663208
0.0,3.826401710510254
0.0,3.3211278915405273
0.0,2.387659788131714
0.0,1.0872262716293335
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.31418147683143616
0.0,1.376407504081726
0.0,2.173964738845825
0.0,2.896083116531372
0.0,3.411377191543579
0.0,3.7277982234954834
0.0,3.94252610206604
0.0,3.746126890182495
0.0,3.1544172763824463
0.0,2.137834072113037
0.0,0.9812996983528137
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.44621196389198303
0.0,1.8614643812179565
0.0,3.267047643661499
0.0,4.573806285858154
0.0,5.875068664550781
0.0,7.439623832702637
0.0,8.67542552947998
383.075439453125,103.2584457397461
372.8439636230469,104.31493377685547
297.8143310546875,104.39076232910156
253.4785614013672,103.88175201416016
215.9637451171875,102.72087860107422
0.0,100.84368896484375
469.8207702636719,228.95489501953125
401.6118469238281,225.42019653320312
329.9924621582031,221.08143615722656
251.55238342285156,215.87998962402344
0.0,209.89381408691406
452.226806640625,327.3197937011719
380.6074523925781,319.7261657714844
302.1673889160156,311.39501953125
210.08538818359375,302.17572021484375
0.0,292.1023864746094
0.0,281.6555480957031
0.0,270.67047119140625
295.8931579589844,378.46868896484375
285.66180419921875,367.6615905761719
254.96786499023438,356.8672790527344
224.27392578125,346.0852966308594
0.0,335.35986328125
0.0,324.5545654296875
472.77130126953125,418.98126220703125
445.4878234863281,418.98126220703125
404.56256103515625,413.9078369140625
363.6371765136719,402.7611389160156
336.3537292480469,391.68505859375
298.83880615234375,380.5426025390625
251.09275817871094,369.2019958496094
580.3536987304688,418.98126220703125
539.428466796875,418.98126220703125
450.75701904296875,418.98126220703125
355.2646484375,418.98126220703125
290.46630859375,418.98126220703125
232.48890686035156,418.3865966796875
